ID,Name,Category,Price
179,Item-179,Sports,296.1
180,Item-180,Books,156.44
181,Item-181,Books,416.0
182,Item-182,Clothing,32.69
183,Item-183,Toys,175.23
184,Item-184,Sports,87.3
185,Item-185,Electronics,398.79
186,Item-186,Toys,321.18
187,Item-187,Clothing,135.2
188,Item-188,Sports,129.73
189,Item-189,Food,262.8
190,Item-190,Electronics,86.12
191,Item-191,Books,363.91
192,Item-192,Food,284.23
193,Item-193,Clothing,427.03
194,Item-194,Home,61.57
195,Item-195,Sports,321.86
196,Item-196,Sports,197.94
197,Item-197,Toys,271.85
198,Item-198,Food,252.07
199,Item-199,Books,40.49
200,Item-200,Food,94.76
201,Item-201,Home,444.96
202,Item-202,Electronics,176.88
203,Item-203,Home,10.26
204,Item-204,Clothing,390.58
205,Item-205,Food,39.65
206,Item-206,Home,257.03
207,Item-207,Clothing,412.44
208,Item-208,Clothing,254.14
209,Item-209,Sports,227.04
210,Item-210,Sports,335.73
211,Item-211,Clothing,498.28
212,Item-212,Home,440.26
213,Item-213,Books,144.75
214,Item-214,Electronics,189.84
215,Item-215,Toys,257.23
216,Item-216,Electronics,94.0
217,Item-217,Toys,401.81
218,Item-218,Home,399.29
219,Item-219,Toys,125.25
220,Item-220,Electronics,13.09
221,Item-221,Sports,463.1
222,Item-222,Toys,417.69
223,Item-223,Food,142.5
224,Item-224,Food,243.5
225,Item-225,Electronics,372.02
226,Item-226,Toys,261.05
227,Item-227,Books,484.74
228,Item-228,Sports,432.95
229,Item-229,Books,471.02
230,Item-230,Books,79.27
231,Item-231,Home,61.23
232,Item-232,Home,300.38
233,Item-233,Food,102.28
234,Item-234,Sports,183.37
235,Item-235,Books,86.89
236,Item-236,Food,431.17
237,Item-237,Books,110.94
238,Item-238,Toys,306.96
239,Item-239,Toys,169.98
240,Item-240,Clothing,337.64
241,Item-241,Books,380.7
242,Item-242,Sports,87.34
243,Item-243,Clothing,465.26
244,Item-244,Books,159.56
245,Item-245,Sports,299.78
246,Item-246,Food,469.02
247,Item-247,Sports,346.91
248,Item-248,Sports,359.24
249,Item-249,Food,352.54
250,Item-250,Books,445.24
251,Item-251,Electronics,331.31
252,Item-252,Books,108.75
253,Item-253,Toys,139.95
254,Item-254,Home,448.3
255,Item-255,Toys,338.5
256,Item-256,Clothing,457.05
257,Item-257,Toys,458.39
258,Item-258,Sports,14.98
259,Item-259,Clothing,283.69
260,Item-260,Electronics,224.18
261,Item-261,Clothing,428.3
262,Item-262,Food,178.34
263,Item-263,Home,161.85
264,Item-264,Food,453.23
265,Item-265,Sports,119.16
266,Item-266,Books,123.43
267,Item-267,Sports,445.65
268,Item-268,Clothing,300.95
269,Item-269,Sports,495.06
270,Item-270,Electronics,276.86
271,Item-271,Toys,284.73
272,Item-272,Clothing,492.52
273,Item-273,Sports,241.64
274,Item-274,Home,374.9
275,Item-275,Food,42.37
276,Item-276,Food,342.75
277,Item-277,Home,443.79
278,Item-278,Clothing,180.72
279,Item-279,Food,413.59
280,Item-280,Electronics,101.06
281,Item-281,Home,70.63
282,Item-282,Food,466.92
283,Item-283,Clothing,200.81
284,Item-284,Food,218.45
285,Item-285,Toys,185.28
286,Item-286,Home,78.03
287,Item-287,Electronics,18.44
288,Item-288,Toys,345.04
289,Item-289,Clothing,389.33
290,Item-290,Food,403.26
291,Item-291,Home,24.34
292,Item-292,Toys,477.95
293,Item-293,Books,130.73
294,Item-294,Sports,143.16
295,Item-295,Home,186.92
296,Item-296,Electronics,466.44
297,Item-297,Sports,486.48
298,Item-298,Books,332.36
299,Item-299,Home,94.13
300,Item-300,Books,355.14
301,Item-301,Books,56.04
302,Item-302,Sports,377.51
303,Item-303,Sports,307.0
304,Item-304,Clothing,331.54
305,Item-305,Sports,127.6
306,Item-306,Books,413.91
307,Item-307,Food,456.16
308,Item-308,Toys,167.53
309,Item-309,Electronics,494.15
310,Item-310,Toys,209.36
311,Item-311,Home,440.92
312,Item-312,Electronics,48.33
313,Item-313,Books,467.4
314,Item-314,Home,367.06
315,Item-315,Sports,398.06
316,Item-316,Toys,66.43
317,Item-317,Food,312.11
318,Item-318,Food,29.37
319,Item-319,Books,158.09
320,Item-320,Books,211.46
321,Item-321,Clothing,388.38
322,Item-322,Electronics,415.17
323,Item-323,Sports,363.13
324,Item-324,Food,361.75
325,Item-325,Books,485.05
326,Item-326,Sports,153.26
327,Item-327,Clothing,185.48
328,Item-328,Clothing,300.59
329,Item-329,Home,352.77
330,Item-330,Food,122.89
331,Item-331,Sports,135.46
332,Item-332,Toys,40.1
333,Item-333,Clothing,88.71
334,Item-334,Home,376.59
335,Item-335,Electronics,444.18
336,Item-336,Sports,228.29
337,Item-337,Books,223.56
338,Item-338,Clothing,355.13
339,Item-339,Toys,43.83
340,Item-340,Sports,29.71
341,Item-341,Home,438.13
342,Item-342,Sports,297.51
343,Item-343,Books,82.87
344,Item-344,Sports,90.82
345,Item-345,Home,297.38
346,Item-346,Home,425.63
347,Item-347,Food,493.27
348,Item-348,Food,372.75
349,Item-349,Sports,179.2
350,Item-350,Electronics,360.55
351,Item-351,Books,175.16
352,Item-352,Sports,148.13
353,Item-353,Books,132.71
354,Item-354,Home,141.76
355,Item-355,Clothing,264.04
356,Item-356,Electronics,90.76
357,Item-357,Home,361.4
358,Item-358,Books,217.02
359,Item-359,Food,24.92
360,Item-360,Books,393.89
361,Item-361,Electronics,443.5
362,Item-362,Food,95.04
363,Item-363,Toys,293.06
364,Item-364,Home,283.91
365,Item-365,Electronics,412.28
366,Item-366,Electronics,314.13
367,Item-367,Home,317.13
368,Item-368,Books,460.22
369,Item-369,Sports,282.63
370,Item-370,Electronics,250.01
371,Item-371,Electronics,178.63
372,Item-372,Home,483.98
373,Item-373,Toys,225.42
374,Item-374,Sports,246.81
375,Item-375,Electronics,271.26
376,Item-376,Electronics,472.14
377,Item-377,Sports,344.37
378,Item-378,Clothing,283.18
379,Item-379,Sports,187.12
380,Item-380,Toys,174.08
381,Item-381,Books,379.9
382,Item-382,Home,295.87
383,Item-383,Food,468.56
384,Item-384,Home,167.48
385,Item-385,Sports,116.75
386,Item-386,Food,315.84
387,Item-387,Books,127.35
388,Item-388,Books,67.06
389,Item-389,Electronics,331.44
390,Item-390,Sports,273.05
391,Item-391,Sports,82.76
392,Item-392,Sports,15.81
393,Item-393,Home,398.87
394,Item-394,Books,277.33
395,Item-395,Books,261.32
396,Item-396,Food,364.36
397,Item-397,Toys,166.73
398,Item-398,Electronics,210.82
399,Item-399,Toys,300.49
400,Item-400,Sports,286.98
401,Item-401,Clothing,246.31
402,Item-402,Food,464.73
403,Item-403,Electronics,448.68
404,Item-404,Food,124.53
405,Item-405,Books,217.88
406,Item-406,Food,177.29
407,Item-407,Books,148.7
408,Item-408,Food,337.51
409,Item-409,Clothing,27.51
410,Item-410,Books,495.65
411,Item-411,Food,220.4
412,Item-412,Electronics,42.4
413,Item-413,Books,309.18
414,Item-414,Sports,158.79
415,Item-415,Sports,294.11
416,Item-416,Electronics,74.26
417,Item-417,Food,205.84
418,Item-418,Electronics,321.0
419,Item-419,Books,236.49
420,Item-420,Clothing,226.55
421,Item-421,Toys,183.14
422,Item-422,Home,455.62
423,Item-423,Food,26.58
424,Item-424,Home,377.01
425,Item-425,Toys,10.53
426,Item-426,Toys,64.88
427,Item-427,Home,334.41
428,Item-428,Home,65.5
429,Item-429,Sports,168.8
430,Item-430,Clothing,103.51
431,Item-431,Books,409.18
432,Item-432,Food,415.63
433,Item-433,Food,233.36
434,Item-434,Food,81.33
435,Item-435,Books,38.33
436,Item-436,Electronics,124.26
437,Item-437,Electronics,310.96
438,Item-438,Sports,88.06
439,Item-439,Books,411.82
440,Item-440,Clothing,244.82
441,Item-441,Electronics,341.41
442,Item-442,Books,372.79
443,Item-443,Clothing,374.46
444,Item-444,Toys,154.86
445,Item-445,Electronics,77.4
446,Item-446,Clothing,157.27
447,Item-447,Food,329.6
448,Item-448,Food,487.56
449,Item-449,Clothing,168.68
450,Item-450,Clothing,355.47
451,Item-451,Clothing,162.64
452,Item-452,Sports,89.18
453,Item-453,Food,118.71
454,Item-454,Clothing,341.78
455,Item-455,Food,324.48
456,Item-456,Home,236.8
457,Item-457,Clothing,67.46
458,Item-458,Books,452.89
459,Item-459,Sports,60.2
460,Item-460,Books,105.82
461,Item-461,Clothing,38.51
462,Item-462,Home,255.5
463,Item-463,Home,233.39
464,Item-464,Electronics,117.87
465,Item-465,Home,38.48
466,Item-466,Clothing,188.42
467,Item-467,Electronics,453.45
468,Item-468,Books,358.78
469,Item-469,Toys,453.18
470,Item-470,Electronics,83.15
471,Item-471,Toys,246.11
472,Item-472,Home,496.09
473,Item-473,Books,250.46
474,Item-474,Electronics,120.9
475,Item-475,Clothing,441.88
476,Item-476,Food,160.93
477,Item-477,Food,402.13
478,Item-478,Food,157.04
479,Item-479,Clothing,419.41
480,Item-480,Electronics,189.26
481,Item-481,Books,212.81
482,Item-482,Clothing,327.93
483,Item-483,Food,429.24
484,Item-484,Sports,201.25
485,Item-485,Electronics,494.87
486,Item-486,Home,239.48
487,Item-487,Food,104.95
488,Item-488,Sports,37.45
489,Item-489,Sports,391.33
490,Item-490,Electronics,342.31
491,Item-491,Sports,14.27
492,Item-492,Toys,257.51
493,Item-493,Electronics,84.98
494,Item-494,Home,144.61
495,Item-495,Books,41.16
496,Item-496,Toys,116.01
497,Item-497,Toys,97.56
498,Item-498,Electronics,472.9
499,Item-499,Home,484.2
500,Item-500,Electronics,434.66
501,Item-501,Toys,118.3
502,Item-502,Books,271.23
503,Item-503,Clothing,246.29
504,Item-504,Books,479.57
505,Item-505,Food,334.41
506,Item-506,Home,482.7
507,Item-507,Food,453.74
508,Item-508,Toys,444.08
509,Item-509,Electronics,210.59
510,Item-510,Home,30.89
511,Item-511,Clothing,463.84
512,Item-512,Toys,418.56
513,Item-513,Toys,393.17
514,Item-514,Electronics,350.19
515,Item-515,Clothing,178.43
516,Item-516,Home,36.03
517,Item-517,Toys,275.24
518,Item-518,Home,93.65
519,Item-519,Electronics,494.98
520,Item-520,Food,432.63
521,Item-521,Sports,464.57
522,Item-522,Sports,237.66
523,Item-523,Clothing,462.76
524,Item-524,Home,247.3
525,Item-525,Books,330.99
526,Item-526,Clothing,181.86
527,Item-527,Books,215.4
528,Item-528,Sports,190.49
529,Item-529,Books,28.73
530,Item-530,Home,400.15
531,Item-531,Home,327.0
532,Item-532,Electronics,181.6
533,Item-533,Home,484.67
534,Item-534,Books,152.16
535,Item-535,Home,434.38
536,Item-536,Electronics,109.83
537,Item-537,Sports,480.61
538,Item-538,Home,401.84
539,Item-539,Toys,135.32
540,Item-540,Toys,156.98
541,Item-541,Electronics,332.59
542,Item-542,Books,467.44
543,Item-543,Sports,391.57
544,Item-544,Books,471.22
545,Item-545,Books,247.81
546,Item-546,Clothing,154.65
547,Item-547,Books,394.79
548,Item-548,Home,111.19
549,Item-549,Toys,238.12
550,Item-550,Food,416.05
551,Item-551,Clothing,12.17
552,Item-552,Books,401.66
553,Item-553,Food,341.88
554,Item-554,Sports,73.08
555,Item-555,Sports,296.93
556,Item-556,Toys,114.59
557,Item-557,Electronics,429.17
558,Item-558,Sports,394.99
559,Item-559,Food,268.48
560,Item-560,Electronics,118.67
561,Item-561,Food,425.85
562,Item-562,Clothing,191.11
563,Item-563,Toys,258.37
564,Item-564,Sports,316.42
565,Item-565,Sports,80.39
566,Item-566,Sports,462.98
567,Item-567,Home,346.32
568,Item-568,Home,191.6
569,Item-569,Clothing,198.27
570,Item-570,Toys,90.74
571,Item-571,Home,352.48
572,Item-572,Electronics,133.13
573,Item-573,Sports,137.39
574,Item-574,Clothing,145.17
575,Item-575,Home,188.27
576,Item-576,Electronics,323.85
577,Item-577,Food,305.77
578,Item-578,Clothing,420.72
579,Item-579,Electronics,228.89
580,Item-580,Food,498.58
581,Item-581,Home,17.41
582,Item-582,Clothing,423.19
583,Item-583,Electronics,121.05
584,Item-584,Food,151.49
585,Item-585,Sports,159.04
586,Item-586,Books,344.02
587,Item-587,Electronics,148.11
588,Item-588,Electronics,322.11
589,Item-589,Books,357.57
590,Item-590,Home,85.45
591,Item-591,Toys,82.47
592,Item-592,Books,420.38
593,Item-593,Home,247.74
594,Item-594,Electronics,414.42
595,Item-595,Sports,298.97
596,Item-596,Books,437.14
597,Item-597,Books,230.56
598,Item-598,Sports,194.41
599,Item-599,Books,19.91
600,Item-600,Sports,365.6
601,Item-601,Food,350.22
602,Item-602,Clothing,349.27
603,Item-603,Home,154.07
604,Item-604,Home,165.1
605,Item-605,Toys,303.75
606,Item-606,Food,234.23
607,Item-607,Clothing,26.91
608,Item-608,Toys,254.05
609,Item-609,Electronics,380.84
610,Item-610,Electronics,198.87
611,Item-611,Food,184.94
612,Item-612,Clothing,444.6
613,Item-613,Electronics,38.99
614,Item-614,Electronics,172.05
615,Item-615,Home,47.62
616,Item-616,Food,110.76
617,Item-617,Food,477.74
618,Item-618,Home,211.75
619,Item-619,Books,430.58
620,Item-620,Books,458.4
621,Item-621,Electronics,77.99
622,Item-622,Sports,321.57
623,Item-623,Electronics,279.55
624,Item-624,Clothing,87.34
625,Item-625,Sports,472.59
626,Item-626,Sports,434.98
627,Item-627,Sports,112.03
628,Item-628,Clothing,200.47
629,Item-629,Sports,443.49
630,Item-630,Food,237.22
631,Item-631,Food,395.98
632,Item-632,Clothing,83.03
633,Item-633,Sports,189.43
634,Item-634,Toys,100.34
635,Item-635,Electronics,27.01
636,Item-636,Electronics,260.72
637,Item-637,Electronics,231.19
638,Item-638,Food,486.96
639,Item-639,Sports,53.15
640,Item-640,Books,261.49
641,Item-641,Electronics,50.69
642,Item-642,Toys,123.76
643,Item-643,Toys,349.91
644,Item-644,Home,60.57
645,Item-645,Clothing,117.13
646,Item-646,Books,375.18
647,Item-647,Clothing,106.35
648,Item-648,Toys,289.68
649,Item-649,Books,231.33
650,Item-650,Sports,464.46
651,Item-651,Toys,194.61
652,Item-652,Food,286.52
653,Item-653,Food,182.05
654,Item-654,Toys,241.52
655,Item-655,Sports,85.85
656,Item-656,Sports,168.73
657,Item-657,Sports,370.81
658,Item-658,Home,308.49
659,Item-659,Clothing,361.02
660,Item-660,Home,24.17
661,Item-661,Clothing,97.78
662,Item-662,Home,161.22
663,Item-663,Home,419.31
664,Item-664,Toys,459.96
665,Item-665,Food,383.11
666,Item-666,Toys,156.4
667,Item-667,Electronics,383.03
668,Item-668,Clothing,319.55
669,Item-669,Sports,472.62
670,Item-670,Clothing,70.96
671,Item-671,Home,77.84
672,Item-672,Books,215.06
673,Item-673,Books,225.87
674,Item-674,Sports,286.89
675,Item-675,Home,460.43
676,Item-676,Books,377.06
677,Item-677,Toys,63.79
678,Item-678,Home,283.12
679,Item-679,Clothing,138.23
680,Item-680,Electronics,464.04
681,Item-681,Clothing,291.12
682,Item-682,Clothing,218.2
683,Item-683,Food,92.67
684,Item-684,Toys,494.24
685,Item-685,Electronics,412.1
686,Item-686,Books,243.39
687,Item-687,Electronics,125.08
688,Item-688,Books,388.47
689,Item-689,Books,51.71
690,Item-690,Books,18.43
691,Item-691,Sports,305.63
692,Item-692,Electronics,460.15
693,Item-693,Toys,143.93
694,Item-694,Toys,201.09
695,Item-695,Electronics,457.15
696,Item-696,Clothing,361.98
697,Item-697,Toys,444.19
698,Item-698,Toys,191.11
699,Item-699,Food,365.3
700,Item-700,Books,418.12
701,Item-701,Food,372.52
702,Item-702,Books,218.04
703,Item-703,Home,352.52
704,Item-704,Food,404.59
705,Item-705,Clothing,97.49
706,Item-706,Toys,331.2
707,Item-707,Home,338.85
708,Item-708,Toys,19.34
709,Item-709,Food,345.74
710,Item-710,Home,389.66
711,Item-711,Home,392.13
712,Item-712,Books,132.25
713,Item-713,Clothing,54.6
714,Item-714,Electronics,210.32
715,Item-715,Sports,198.55
716,Item-716,Books,214.77
717,Item-717,Sports,16.6
718,Item-718,Books,405.12
719,Item-719,Home,10.23
720,Item-720,Food,360.63
721,Item-721,Sports,216.54
722,Item-722,Home,251.75
723,Item-723,Food,294.16
724,Item-724,Sports,486.45
725,Item-725,Sports,109.82
726,Item-726,Clothing,280.59
727,Item-727,Food,460.45
728,Item-728,Books,329.94
729,Item-729,Home,448.89
730,Item-730,Food,224.86
731,Item-731,Food,156.34
732,Item-732,Food,80.0
733,Item-733,Toys,67.04
734,Item-734,Home,91.12
735,Item-735,Toys,273.08
736,Item-736,Books,482.64
737,Item-737,Toys,490.68
738,Item-738,Food,355.62
739,Item-739,Toys,199.79
740,Item-740,Clothing,163.02
741,Item-741,Sports,499.19
742,Item-742,Sports,309.28
743,Item-743,Food,137.62
744,Item-744,Home,294.46
745,Item-745,Home,233.66
746,Item-746,Sports,105.79
747,Item-747,Sports,72.27
748,Item-748,Food,264.81
749,Item-749,Books,390.05
750,Item-750,Clothing,485.57
751,Item-751,Clothing,152.05
752,Item-752,Books,494.82
753,Item-753,Clothing,209.33
754,Item-754,Clothing,487.85
755,Item-755,Books,295.85
756,Item-756,Toys,335.12
757,Item-757,Sports,42.25
758,Item-758,Books,12.24
759,Item-759,Clothing,485.97
760,Item-760,Books,409.19
761,Item-761,Books,219.99
762,Item-762,Books,302.96
763,Item-763,Clothing,493.94
764,Item-764,Electronics,362.68
765,Item-765,Home,202.33
766,Item-766,Electronics,481.49
767,Item-767,Toys,273.16
768,Item-768,Food,178.47
769,Item-769,Clothing,230.23
770,Item-770,Electronics,174.97
771,Item-771,Home,111.78
772,Item-772,Sports,326.04
773,Item-773,Home,27.01
774,Item-774,Clothing,139.97
775,Item-775,Toys,419.84
776,Item-776,Home,382.67
777,Item-777,Home,376.99
778,Item-778,Sports,143.59
779,Item-779,Books,82.51
780,Item-780,Electronics,122.63
781,Item-781,Sports,93.51
782,Item-782,Electronics,424.94
783,Item-783,Food,14.11
784,Item-784,Clothing,65.95
785,Item-785,Sports,442.02
786,Item-786,Food,151.83
787,Item-787,Clothing,311.07
788,Item-788,Toys,405.24
789,Item-789,Sports,38.52
790,Item-790,Home,147.08
791,Item-791,Toys,109.67
792,Item-792,Toys,34.28
793,Item-793,Electronics,268.41
794,Item-794,Home,235.12
795,Item-795,Books,108.85
796,Item-796,Electronics,394.62
797,Item-797,Electronics,259.2
798,Item-798,Books,69.86
799,Item-799,Clothing,193.97
800,Item-800,Home,170.66
801,Item-801,Sports,222.54
802,Item-802,Sports,298.35
803,Item-803,Books,481.41
804,Item-804,Toys,347.99
805,Item-805,Electronics,497.35
806,Item-806,Home,399.47
807,Item-807,Food,121.83
808,Item-808,Toys,82.04
809,Item-809,Books,214.83
810,Item-810,Clothing,198.56
811,Item-811,Clothing,355.81
812,Item-812,Electronics,149.37
813,Item-813,Books,37.63
814,Item-814,Electronics,106.4
815,Item-815,Books,384.0
816,Item-816,Clothing,162.93
817,Item-817,Clothing,268.22
818,Item-818,Books,276.49
819,Item-819,Food,456.62
820,Item-820,Books,105.83
821,Item-821,Clothing,377.87
822,Item-822,Sports,86.33
823,Item-823,Electronics,395.35
824,Item-824,Electronics,461.65
825,Item-825,Clothing,115.93
826,Item-826,Clothing,198.7
827,Item-827,Books,114.07
828,Item-828,Clothing,418.65
829,Item-829,Books,95.33
830,Item-830,Home,110.33
831,Item-831,Clothing,252.64
832,Item-832,Sports,194.38
833,Item-833,Electronics,340.86
834,Item-834,Electronics,416.84
835,Item-835,Toys,301.09
836,Item-836,Clothing,372.73
837,Item-837,Clothing,38.63
838,Item-838,Home,383.13
839,Item-839,Electronics,318.77
840,Item-840,Books,72.31
841,Item-841,Food,142.57
842,Item-842,Electronics,225.0
843,Item-843,Food,290.47
844,Item-844,Food,346.43
845,Item-845,Sports,392.45
846,Item-846,Sports,381.3
847,Item-847,Electronics,416.67
848,Item-848,Toys,28.86
849,Item-849,Toys,181.94
850,Item-850,Electronics,335.07
851,Item-851,Electronics,275.94
852,Item-852,Books,217.39
853,Item-853,Toys,370.71
854,Item-854,Toys,477.77
855,Item-855,Books,178.88
856,Item-856,Electronics,406.63
857,Item-857,Clothing,153.63
858,Item-858,Toys,143.72
859,Item-859,Home,363.14
860,Item-860,Clothing,148.81
861,Item-861,Sports,96.42
862,Item-862,Sports,67.99
863,Item-863,Clothing,131.64
864,Item-864,Books,357.7
865,Item-865,Sports,132.95
866,Item-866,Electronics,150.96
867,Item-867,Food,188.24
868,Item-868,Clothing,262.86
869,Item-869,Food,368.9
870,Item-870,Home,205.56
871,Item-871,Clothing,249.71
872,Item-872,Books,132.68
873,Item-873,Home,164.78
874,Item-874,Home,78.72
875,Item-875,Clothing,344.72
876,Item-876,Books,369.39
877,Item-877,Toys,88.93
878,Item-878,Home,143.64
879,Item-879,Clothing,453.04
880,Item-880,Home,467.7
881,Item-881,Food,143.73
882,Item-882,Clothing,187.18
883,Item-883,Home,219.46
884,Item-884,Food,291.81
885,Item-885,Toys,478.65
886,Item-886,Home,118.83
887,Item-887,Electronics,306.47
888,Item-888,Toys,169.79
889,Item-889,Toys,447.52
890,Item-890,Toys,339.91
891,Item-891,Toys,446.89
892,Item-892,Toys,278.24
893,Item-893,Books,474.54
894,Item-894,Books,255.72
895,Item-895,Home,11.56
896,Item-896,Electronics,303.9
897,Item-897,Sports,249.17
898,Item-898,Sports,199.81
899,Item-899,Electronics,176.41
900,Item-900,Toys,141.18
901,Item-901,Books,187.8
902,Item-902,Books,45.42
903,Item-903,Electronics,178.63
904,Item-904,Toys,277.18
905,Item-905,Electronics,290.55
906,Item-906,Home,75.19
907,Item-907,Clothing,132.67
908,Item-908,Toys,316.19
909,Item-909,Home,426.53
910,Item-910,Food,177.97
911,Item-911,Books,245.76
912,Item-912,Sports,283.71
913,Item-913,Toys,57.91
914,Item-914,Toys,139.05
915,Item-915,Electronics,20.77
916,Item-916,Food,52.45
917,Item-917,Home,268.87
918,Item-918,Food,488.26
919,Item-919,Home,37.05
920,Item-920,Clothing,77.54
921,Item-921,Clothing,421.83
922,Item-922,Electronics,190.77
923,Item-923,Toys,165.38
924,Item-924,Toys,283.6
925,Item-925,Clothing,44.67
926,Item-926,Food,237.87
927,Item-927,Toys,52.85
928,Item-928,Books,228.39
929,Item-929,Home,45.38
930,Item-930,Food,163.8
931,Item-931,Toys,34.91
932,Item-932,Food,193.04
933,Item-933,Clothing,287.68
934,Item-934,Home,197.72
935,Item-935,Clothing,189.21
936,Item-936,Books,363.29
937,Item-937,Books,483.13
938,Item-938,Sports,61.92
939,Item-939,Electronics,87.55
940,Item-940,Home,445.95
941,Item-941,Food,91.16
